asset_price,demand_at_base_price,demand_at_base_price_lower_i0,asset_supply
1.199126584762999,0.5806640217164333,0.6522184321668547,0.78
1.2053863810918932,0.5755712505193186,0.6467540655685642,0.78
1.2116461774207876,0.5705311014672453,0.6413461607040851,0.78
1.2179059737496818,0.5655427631578948,0.6359938469669136,0.78
1.2241657700785762,0.5606054407854367,0.6306962715580012,0.78
1.2304255664074706,0.5557183557183557,0.6254525990327774,0.78
1.236685362736365,0.5508807450900991,0.6202620108619291,0.78
1.2429451590652594,0.546091861402095,0.6151237050054527,0.78
1.2492049553941538,0.541350972138705,0.6100368954995123,0.78
1.255464751723048,0.5366573593936976,0.6050008120556577,0.78
1.2617245480519423,0.5320103195078387,0.6000146996719722,0.78
1.2679843443808365,0.5274091627172196,0.5950778182557401,0.78
1.274244140709731,0.5228532128119473,0.5901894422572348,0.78
1.2805039370386253,0.5183418068048493,0.5853488603142487,0.78
1.2867637333675197,0.5138742946098461,0.5805553749069989,0.78
1.293023529696414,0.5094500387296668,0.5758083020230571,0.78
1.2992833260253083,0.5050684139525919,0.5711069708319653,0.78
1.3055431223542027,0.5007288070579209,0.5664507233692113,0.78
1.3118029186830968,0.4964306165298722,0.5618389142292552,0.78
1.3180627150119912,0.4921732522796352,0.5572709102673001,0.78
1.3243225113408856,0.4879561353753072,0.5527460903095232,0.78
1.33058230766978,0.48377869777945043,0.5482638448714843,0.78
1.3368421039986744,0.479640382094025,0.543823575884448,0.78
1.3431019003275688,0.47554064131245327,0.5394246964293562,0.78
1.349361696656463,0.4714789385785859,0.5350666304782089,0.78
