output,interest_rate_IR,interest_rate_IR_lower_i0
8.110552763819095,0.1207451457286432,0.1092451457286432
8.155778894472363,0.12100034170854271,0.10950034170854273
8.201005025125628,0.12125553768844219,0.1097555376884422
8.246231155778894,0.12151073366834168,0.11001073366834169
8.291457286432161,0.12176592964824119,0.1102659296482412
8.336683417085428,0.1220211256281407,0.11052112562814072
8.381909547738694,0.12227632160804018,0.1107763216080402
8.42713567839196,0.12253151758793968,0.11103151758793968
8.472361809045227,0.12278671356783918,0.11128671356783919
8.517587939698494,0.12304190954773869,0.11154190954773871
8.56281407035176,0.12329710552763816,0.11179710552763818
8.608040201005025,0.12355230150753767,0.11205230150753767
8.65326633165829,0.12380749748743718,0.11230749748743718
8.698492462311558,0.12406269346733667,0.11256269346733667
8.743718592964825,0.12431788944723615,0.11281788944723617
8.78894472361809,0.12457308542713567,0.11307308542713568
8.834170854271356,0.12482828140703515,0.11332828140703516
8.879396984924623,0.12508347738693468,0.11358347738693467
8.92462311557789,0.12533867336683416,0.11383867336683416
8.969849246231156,0.12559386934673364,0.11409386934673366
9.015075376884422,0.12584906532663315,0.11434906532663315
9.060301507537687,0.12610426130653266,0.11460426130653266
9.105527638190955,0.12635945728643214,0.11485945728643215
9.150753768844222,0.12661465326633164,0.11511465326633166
9.195979899497488,0.12686984924623115,0.11536984924623116
9.241206030150753,0.12712504522613063,0.11562504522613064
9.28643216080402,0.12738024120603011,0.11588024120603012
9.331658291457288,0.12763543718592962,0.11613543718592964
9.376884422110553,0.12789063316582913,0.11639063316582915
9.422110552763819,0.12814582914572864,0.11664582914572864
9.467336683417086,0.12840102512562812,0.11690102512562812
9.512562814070352,0.12865622110552763,0.11715622110552763
9.557788944723619,0.12891141708542714,0.11741141708542714
9.603015075376884,0.12916661306532662,0.11766661306532662
9.64824120603015,0.1294218090452261,0.1179218090452261
9.693467336683417,0.1296770050251256,0.11817700502512563
9.738693467336685,0.12993220100502512,0.11843220100502512
9.78391959798995,0.1301873969849246,0.1186873969849246
9.829145728643216,0.1304425929648241,0.1189425929648241
9.874371859296483,0.13069778894472361,0.11919778894472362
9.91959798994975,0.13095298492462312,0.11945298492462313
9.964824120603016,0.1312081809045226,0.11970818090452261
10.010050251256281,0.13146337688442208,0.11996337688442209
10.055276381909547,0.1317185728643216,0.1202185728643216
