interest_rate,output_IS
0.05,7.359999999999999
0.05050251256281407,7.353567839195981
0.05100502512562814,7.347135678391961
0.05150753768844221,7.34070351758794
0.05201005025125628,7.33427135678392
0.05251256281407035,7.3278391959799
0.05301507537688442,7.32140703517588
0.0535175879396985,7.31497487437186
0.05402010050251257,7.308542713567839
0.05452261306532664,7.302110552763819
0.05502512562814071,7.2956783919598
0.05552763819095478,7.289246231155779
0.05603015075376885,7.282814070351759
0.056532663316582916,7.276381909547739
0.057035175879396986,7.269949748743719
0.057537688442211056,7.263517587939699
0.058040201005025126,7.257085427135678
0.058542713567839195,7.250653266331658
0.05904522613065327,7.244221105527638
0.05954773869346734,7.237788944723619
0.06005025125628141,7.2313567839195985
0.06055276381909548,7.224924623115578
0.06105527638190955,7.218492462311558
0.06155778894472362,7.212060301507538
0.06206030150753769,7.205628140703517
0.06256281407035176,7.199195979899497
0.06306532663316583,7.192763819095479
0.0635678391959799,7.186331658291458
0.06407035175879397,7.179899497487438
0.06457286432160804,7.173467336683418
0.06507537688442211,7.1670351758793975
0.06557788944723618,7.160603015075377
0.06608040201005025,7.1541708542713565
0.06658291457286432,7.147738693467336
0.06708542713567839,7.141306532663316
0.06758793969849246,7.134874371859297
0.06809045226130653,7.128442211055277
0.06859296482412061,7.122010050251257
0.06909547738693467,7.115577889447237
0.06959798994974875,7.109145728643217
0.0701005025125628,7.102713567839196
0.07060301507537689,7.096281407035176
0.07110552763819096,7.0898492462311555
0.07160804020100503,7.083417085427135
0.0721105527638191,7.076984924623116
0.07261306532663317,7.070552763819096
0.07311557788944724,7.064120603015076
0.07361809045226131,7.057688442211056
0.07412060301507538,7.051256281407035
0.07462311557788945,7.044824120603015
0.07512562814070352,7.038391959798995
0.07562814070351759,7.031959798994976
0.07613065326633166,7.0255276381909555
0.07663316582914573,7.019095477386935
0.0771356783919598,7.012663316582915
0.07763819095477387,7.006231155778895
0.07814070351758794,6.999798994974874
0.078643216080402,6.993366834170854
0.07914572864321608,6.986934673366834
0.07964824120603015,6.980502512562814
0.08015075376884422,6.974070351758795
0.08065326633165829,6.967638190954775
0.08115577889447237,6.961206030150755
0.08165829145728642,6.9547738693467345
0.08216080402010051,6.9483417085427135
0.08266331658291456,6.941909547738693
0.08316582914572865,6.935477386934673
0.0836683417085427,6.929045226130654
